uuid|origin|networkuuid|destination|message|sender|messagestatusuuid|datetime
87bae76b-720e-47ed-9b2a-3eab556702c6|impala|0DE968C9-7309-C481-58F7-AB6CDB1011EF|9bef62f6-e682-4efd-98e9-ca41fa4ef993|Reeling headlong in luxury and sensuality|C3CFA249-F2A3-8253-1F44-B1C594C6A8D2|49229BA2-91E5-7E64-F49C-923B7927C40D|Fri Nov 21 02:10:29 EAT 2014
4e998bd1-43a6-4021-b38c-f37a4cb0bc72|20240|5C1D9939-136A-55DE-FD0E-61D8204E17C9|9bef62f6-e682-4efd-98e9-ca41fa4ef993|I know there is a theory among us|650195B6-9357-C147-C24E-7FBDAEEC74ED|BBA890E6-FDA9-77B0-03B7-1F6B000C85DD|Fri Sep 26 19:18:19 EAT 2014
a47c70ef-612c-4a6f-8441-35c8346c91c4|20272|B936DA83-8A45-E9F0-2EAE-D75F5C232E78|e9570c5d-0cc4-41e5-81df-b0674e9dda1e|Like sunlight, in and out the leaves, the robins went|C6D5BA33-C95E-BCC3-D951-2A099E5F9230|04C7CD60-9CC2-1B1A-EB6B-4A3E1FA8AC38|Sat Nov 15 18:13:52 EAT 2014
26706db9-8fe8-4256-89f1-ebd1d2e91bf4|tawi|0DE968C9-7309-C481-58F7-AB6CDB1011EF|a118c8ea-f831-4288-986d-35e22c91fc4d|The crimson close of day|8038D870-5455-A2D6-18A9-BD5FA1D0A10A|2F4AF191-8557-86C5-5D72-47DD44D303B1|Wed Oct 08 04:12:12 EAT 2014
84128484-c425-47c9-a5da-0afa5e13e985|impala|5C1D9939-136A-55DE-FD0E-61D8204E17C9|a118c8ea-f831-4288-986d-35e22c91fc4d|Lest the requirements of courtesy be disregarded|C937CE62-C4A9-131F-C96E-2DB8A9E886AB|49229BA2-91E5-7E64-F49C-923B7927C40D|Fri Nov 07 18:27:38 EAT 2014
b76f4b1f-c7ee-4399-b4c1-6f15ea0d95b7|20240|B936DA83-8A45-E9F0-2EAE-D75F5C232E78|e9570c5d-0cc4-41e5-81df-b0674e9dda1e|The torrent from the hills|C3CFA249-F2A3-8253-1F44-B1C594C6A8D2|49229BA2-91E5-7E64-F49C-923B7927C40D|Sun Oct 12 01:01:54 EAT 2014
30be3077-eabc-48b0-be2a-4a5b709d780a|20272|0DE968C9-7309-C481-58F7-AB6CDB1011EF|a2688d72-291b-470c-8926-31a903f5ed0c|Crude undigested masses of suggestion|650195B6-9357-C147-C24E-7FBDAEEC74ED|04C7CD60-9CC2-1B1A-EB6B-4A3E1FA8AC38|Thu Sep 25 13:10:49 EAT 2014
12672b0d-45d6-4f12-8b9a-994d4301a7da|tawi|5C1D9939-136A-55DE-FD0E-61D8204E17C9|a118c8ea-f831-4288-986d-35e22c91fc4d|I think it will be granted|C6D5BA33-C95E-BCC3-D951-2A099E5F9230|49229BA2-91E5-7E64-F49C-923B7927C40D|Wed Dec 03 12:41:43 EAT 2014
4f928fde-22e2-4f5e-a009-2b542ea6eea5|impala|B936DA83-8A45-E9F0-2EAE-D75F5C232E78|a2688d72-291b-470c-8926-31a903f5ed0c|I fervently trust|8038D870-5455-A2D6-18A9-BD5FA1D0A10A|49229BA2-91E5-7E64-F49C-923B7927C40D|Thu Oct 30 02:58:51 EAT 2014
8aea9124-009f-48a5-94e3-0a67c527b91c|20240|0DE968C9-7309-C481-58F7-AB6CDB1011EF|a2688d72-291b-470c-8926-31a903f5ed0c|I can not say how glad I am|C937CE62-C4A9-131F-C96E-2DB8A9E886AB|BBA890E6-FDA9-77B0-03B7-1F6B000C85DD|Sat Dec 20 11:55:58 EAT 2014
5680d603-9995-437e-bced-6cba9ea17397|20272|5C1D9939-136A-55DE-FD0E-61D8204E17C9|094def52-bc18-4a9e-9b84-c34cc6476c75|And it is one of the evidences|C3CFA249-F2A3-8253-1F44-B1C594C6A8D2|04C7CD60-9CC2-1B1A-EB6B-4A3E1FA8AC38|Mon Oct 06 03:20:51 EAT 2014
252f9b17-e074-45f6-8ea2-a73098f8cac8|tawi|B936DA83-8A45-E9F0-2EAE-D75F5C232E78|094def52-bc18-4a9e-9b84-c34cc6476c75|Inimical to true and determined principle   [Inimical =  harmful; adverse]|650195B6-9357-C147-C24E-7FBDAEEC74ED|2F4AF191-8557-86C5-5D72-47DD44D303B1|Sun Sep 21 13:50:19 EAT 2014
d3f30ff1-ece6-4d8a-aebd-3a9f1e6d1ed1|impala|0DE968C9-7309-C481-58F7-AB6CDB1011EF|a118c8ea-f831-4288-986d-35e22c91fc4d|What I now say is|C6D5BA33-C95E-BCC3-D951-2A099E5F9230|49229BA2-91E5-7E64-F49C-923B7927C40D|Wed Nov 26 13:43:08 EAT 2014
98d1f5b3-4e91-4754-9293-d9236144a98a|20240|5C1D9939-136A-55DE-FD0E-61D8204E17C9|a2688d72-291b-470c-8926-31a903f5ed0c|It runs counter to all established customs|8038D870-5455-A2D6-18A9-BD5FA1D0A10A|BBA890E6-FDA9-77B0-03B7-1F6B000C85DD|Wed Sep 10 07:26:33 EAT 2014
ecf78214-df79-4c53-a1ab-71d1105d1ab4|20272|B936DA83-8A45-E9F0-2EAE-D75F5C232E78|e9570c5d-0cc4-41e5-81df-b0674e9dda1e|I must ask you one more question, if I may|C937CE62-C4A9-131F-C96E-2DB8A9E886AB|04C7CD60-9CC2-1B1A-EB6B-4A3E1FA8AC38|Sun Sep 14 02:04:44 EAT 2014
da806d89-7b37-49f1-8a80-915bc69caedc|tawi|0DE968C9-7309-C481-58F7-AB6CDB1011EF|a2688d72-291b-470c-8926-31a903f5ed0c|Palpably and unmistakably commonplace|C3CFA249-F2A3-8253-1F44-B1C594C6A8D2|2F4AF191-8557-86C5-5D72-47DD44D303B1|Wed Oct 29 03:50:55 EAT 2014
0a5400ae-467a-4fcb-a3fa-e89c7dac1ed6|impala|5C1D9939-136A-55DE-FD0E-61D8204E17C9|9bef62f6-e682-4efd-98e9-ca41fa4ef993|I ask this of you|650195B6-9357-C147-C24E-7FBDAEEC74ED|49229BA2-91E5-7E64-F49C-923B7927C40D|Wed Dec 24 12:44:55 EAT 2014
65ab56e4-d406-47c7-b6bb-c8d34dc92002|20240|B936DA83-8A45-E9F0-2EAE-D75F5C232E78|e9570c5d-0cc4-41e5-81df-b0674e9dda1e|The mind was filled with a formless dread|C6D5BA33-C95E-BCC3-D951-2A099E5F9230|49229BA2-91E5-7E64-F49C-923B7927C40D|Tue Nov 11 17:53:45 EAT 2014
2bc25ba5-0d72-49f3-9047-1f08dc5e5c99|20272|0DE968C9-7309-C481-58F7-AB6CDB1011EF|e9570c5d-0cc4-41e5-81df-b0674e9dda1e|A murderous tenacity about trifles|8038D870-5455-A2D6-18A9-BD5FA1D0A10A|04C7CD60-9CC2-1B1A-EB6B-4A3E1FA8AC38|Sun Sep 28 22:37:00 EAT 2014
7fdd4459-8ede-46f1-a724-4c9c1eb83e35|tawi|5C1D9939-136A-55DE-FD0E-61D8204E17C9|a2688d72-291b-470c-8926-31a903f5ed0c|From the circumstances already explained|C937CE62-C4A9-131F-C96E-2DB8A9E886AB|49229BA2-91E5-7E64-F49C-923B7927C40D|Fri Dec 05 21:38:18 EAT 2014
b864a83d-1841-4642-b596-149cee9f471c|impala|B936DA83-8A45-E9F0-2EAE-D75F5C232E78|9bef62f6-e682-4efd-98e9-ca41fa4ef993|It should be remembered|C3CFA249-F2A3-8253-1F44-B1C594C6A8D2|49229BA2-91E5-7E64-F49C-923B7927C40D|Tue Nov 11 14:37:42 EAT 2014
cdabd3f7-3679-4d75-b30b-01ad094c77d2|20240|0DE968C9-7309-C481-58F7-AB6CDB1011EF|9bef62f6-e682-4efd-98e9-ca41fa4ef993|They were all deeply reticent|650195B6-9357-C147-C24E-7FBDAEEC74ED|BBA890E6-FDA9-77B0-03B7-1F6B000C85DD|Sat Oct 11 22:45:09 EAT 2014
11fee2b0-ecbe-4e75-982d-966a02703f10|20272|5C1D9939-136A-55DE-FD0E-61D8204E17C9|a118c8ea-f831-4288-986d-35e22c91fc4d|It is a mistake to suppose|C6D5BA33-C95E-BCC3-D951-2A099E5F9230|04C7CD60-9CC2-1B1A-EB6B-4A3E1FA8AC38|Thu Nov 27 19:56:58 EAT 2014
256bf7e7-41ce-4e0d-9151-092b3bacc036|tawi|B936DA83-8A45-E9F0-2EAE-D75F5C232E78|a118c8ea-f831-4288-986d-35e22c91fc4d|I am anxious to discharge the very onerous debt I owe you|8038D870-5455-A2D6-18A9-BD5FA1D0A10A|2F4AF191-8557-86C5-5D72-47DD44D303B1|Sun Sep 14 04:23:47 EAT 2014
6a697a9e-ebed-4449-aca8-f3d7ff676eb2|impala|0DE968C9-7309-C481-58F7-AB6CDB1011EF|e9570c5d-0cc4-41e5-81df-b0674e9dda1e|This being the case|C937CE62-C4A9-131F-C96E-2DB8A9E886AB|49229BA2-91E5-7E64-F49C-923B7927C40D|Mon Aug 04 16:00:07 EAT 2014
933c73c6-4f0a-422a-a3ee-409ca631e4b7|20240|5C1D9939-136A-55DE-FD0E-61D8204E17C9|e9570c5d-0cc4-41e5-81df-b0674e9dda1e|The inevitable climax and culmination|C3CFA249-F2A3-8253-1F44-B1C594C6A8D2|BBA890E6-FDA9-77B0-03B7-1F6B000C85DD|Wed Aug 27 17:54:28 EAT 2014
e80ec361-5704-45cd-b5bd-83a76a739e38|20272|B936DA83-8A45-E9F0-2EAE-D75F5C232E78|a118c8ea-f831-4288-986d-35e22c91fc4d|A mere conjectural estimate|650195B6-9357-C147-C24E-7FBDAEEC74ED|04C7CD60-9CC2-1B1A-EB6B-4A3E1FA8AC38|Sun Nov 09 19:30:08 EAT 2014
41b52975-01dc-47cb-9aa8-d8d500ddd07a|tawi|0DE968C9-7309-C481-58F7-AB6CDB1011EF|a118c8ea-f831-4288-986d-35e22c91fc4d|Variously ramified and delicately minute channels of expression|C6D5BA33-C95E-BCC3-D951-2A099E5F9230|2F4AF191-8557-86C5-5D72-47DD44D303B1|Sat Dec 13 16:16:07 EAT 2014
bddd5d49-9dcd-4952-91d2-142c74c30aca|impala|5C1D9939-136A-55DE-FD0E-61D8204E17C9|094def52-bc18-4a9e-9b84-c34cc6476c75|I have shown|8038D870-5455-A2D6-18A9-BD5FA1D0A10A|49229BA2-91E5-7E64-F49C-923B7927C40D|Wed Dec 10 20:56:48 EAT 2014
a6a3b6b9-c9b6-4418-9415-fe83b5b5bf14|20240|B936DA83-8A45-E9F0-2EAE-D75F5C232E78|9bef62f6-e682-4efd-98e9-ca41fa4ef993|I am here the advocate of|C937CE62-C4A9-131F-C96E-2DB8A9E886AB|49229BA2-91E5-7E64-F49C-923B7927C40D|Thu Nov 20 11:48:58 EAT 2014
524ed3af-590d-4060-8fb9-b1979a490556|20272|0DE968C9-7309-C481-58F7-AB6CDB1011EF|a118c8ea-f831-4288-986d-35e22c91fc4d|Rolling it under the tongue as a sweet morsel|C3CFA249-F2A3-8253-1F44-B1C594C6A8D2|04C7CD60-9CC2-1B1A-EB6B-4A3E1FA8AC38|Wed Oct 08 04:42:41 EAT 2014
81e22947-3234-412a-adec-723f718a0ebf|tawi|5C1D9939-136A-55DE-FD0E-61D8204E17C9|e9570c5d-0cc4-41e5-81df-b0674e9dda1e|Thanking you for your inquiry|650195B6-9357-C147-C24E-7FBDAEEC74ED|49229BA2-91E5-7E64-F49C-923B7927C40D|Sun Aug 17 02:13:18 EAT 2014
8e59f04d-f458-4c3b-b6e5-ed4831102492|impala|B936DA83-8A45-E9F0-2EAE-D75F5C232E78|a2688d72-291b-470c-8926-31a903f5ed0c|I particularly allude to|C6D5BA33-C95E-BCC3-D951-2A099E5F9230|49229BA2-91E5-7E64-F49C-923B7927C40D|Sat Aug 16 13:40:10 EAT 2014
cb1d4368-3231-4e11-9429-b2439dd267b5|20240|0DE968C9-7309-C481-58F7-AB6CDB1011EF|a118c8ea-f831-4288-986d-35e22c91fc4d|It is indeed not a little remarkable|8038D870-5455-A2D6-18A9-BD5FA1D0A10A|BBA890E6-FDA9-77B0-03B7-1F6B000C85DD|Tue Aug 19 22:42:55 EAT 2014
b4340e1b-80bb-4b9d-8c35-af25e3f9f2f6|20272|5C1D9939-136A-55DE-FD0E-61D8204E17C9|094def52-bc18-4a9e-9b84-c34cc6476c75|In the present situation|C937CE62-C4A9-131F-C96E-2DB8A9E886AB|04C7CD60-9CC2-1B1A-EB6B-4A3E1FA8AC38|Mon Nov 10 15:32:13 EAT 2014
b03bef06-d37e-441f-b75e-60339166e6e2|tawi|B936DA83-8A45-E9F0-2EAE-D75F5C232E78|a118c8ea-f831-4288-986d-35e22c91fc4d|Involving ourselves in embarrassments|C3CFA249-F2A3-8253-1F44-B1C594C6A8D2|2F4AF191-8557-86C5-5D72-47DD44D303B1|Wed Sep 24 07:57:59 EAT 2014
a77c596a-1fe4-4de7-a454-7a7cf9fb9aea|impala|0DE968C9-7309-C481-58F7-AB6CDB1011EF|e9570c5d-0cc4-41e5-81df-b0674e9dda1e|I was overwhelmed|650195B6-9357-C147-C24E-7FBDAEEC74ED|49229BA2-91E5-7E64-F49C-923B7927C40D|Mon Nov 03 23:19:52 EAT 2014
e37edefc-413a-468b-b8bb-9c51ab069a86|20240|5C1D9939-136A-55DE-FD0E-61D8204E17C9|a118c8ea-f831-4288-986d-35e22c91fc4d|                              [augury = sign of something coming; omen]|C6D5BA33-C95E-BCC3-D951-2A099E5F9230|BBA890E6-FDA9-77B0-03B7-1F6B000C85DD|Sat Oct 04 23:51:44 EAT 2014
b888759d-8975-4924-a006-38ff9ffe5b9e|20272|B936DA83-8A45-E9F0-2EAE-D75F5C232E78|a2688d72-291b-470c-8926-31a903f5ed0c|Kindle the flames of genuine oratory|8038D870-5455-A2D6-18A9-BD5FA1D0A10A|04C7CD60-9CC2-1B1A-EB6B-4A3E1FA8AC38|Fri Aug 29 22:04:02 EAT 2014
0ac534b9-857d-4048-8270-7b91496e9ec1|tawi|0DE968C9-7309-C481-58F7-AB6CDB1011EF|e9570c5d-0cc4-41e5-81df-b0674e9dda1e|I have no prejudice on the subject|C937CE62-C4A9-131F-C96E-2DB8A9E886AB|2F4AF191-8557-86C5-5D72-47DD44D303B1|Fri Nov 21 04:58:22 EAT 2014
eae8e103-ae4f-478f-a8b8-b21a8de5a841|impala|5C1D9939-136A-55DE-FD0E-61D8204E17C9|e9570c5d-0cc4-41e5-81df-b0674e9dda1e|It remains that I inform you of|C3CFA249-F2A3-8253-1F44-B1C594C6A8D2|49229BA2-91E5-7E64-F49C-923B7927C40D|Sun Dec 07 10:54:43 EAT 2014
b5859303-8923-4248-934d-c8a67a291293|20240|B936DA83-8A45-E9F0-2EAE-D75F5C232E78|094def52-bc18-4a9e-9b84-c34cc6476c75|I conceive this to be|650195B6-9357-C147-C24E-7FBDAEEC74ED|49229BA2-91E5-7E64-F49C-923B7927C40D|Thu Nov 27 13:29:46 EAT 2014
e0a560cc-cf9a-41ab-8ce9-046d30566911|20272|0DE968C9-7309-C481-58F7-AB6CDB1011EF|9bef62f6-e682-4efd-98e9-ca41fa4ef993|Into the purple sea the orange hues of heaven sunk silently|C6D5BA33-C95E-BCC3-D951-2A099E5F9230|04C7CD60-9CC2-1B1A-EB6B-4A3E1FA8AC38|Sun Nov 09 02:35:26 EAT 2014
be1a7554-c1a1-4918-8079-defb2281ee1d|tawi|5C1D9939-136A-55DE-FD0E-61D8204E17C9|e9570c5d-0cc4-41e5-81df-b0674e9dda1e|In closing my speech, I ask each of you|8038D870-5455-A2D6-18A9-BD5FA1D0A10A|49229BA2-91E5-7E64-F49C-923B7927C40D|Sat Sep 20 09:31:14 EAT 2014
348a75fb-11b5-414f-84c6-dcc5a6f79e89|impala|B936DA83-8A45-E9F0-2EAE-D75F5C232E78|e9570c5d-0cc4-41e5-81df-b0674e9dda1e|Deep as the fathomless sea|C937CE62-C4A9-131F-C96E-2DB8A9E886AB|49229BA2-91E5-7E64-F49C-923B7927C40D|Mon Oct 06 12:42:18 EAT 2014
af256380-60ad-4ad5-a7df-7145cc538505|20240|0DE968C9-7309-C481-58F7-AB6CDB1011EF|094def52-bc18-4a9e-9b84-c34cc6476c75|The book was a mere figment of his imagination|C3CFA249-F2A3-8253-1F44-B1C594C6A8D2|BBA890E6-FDA9-77B0-03B7-1F6B000C85DD|Sat Nov 22 05:31:36 EAT 2014
ea3836aa-be5b-4c21-b4e0-80e598a9a84c|20272|5C1D9939-136A-55DE-FD0E-61D8204E17C9|094def52-bc18-4a9e-9b84-c34cc6476c75|Large, dark, luminous eyes that behold everything about them|650195B6-9357-C147-C24E-7FBDAEEC74ED|04C7CD60-9CC2-1B1A-EB6B-4A3E1FA8AC38|Fri Oct 03 23:20:58 EAT 2014
e3501721-8bcd-4244-aede-72f63cf8aeb7|tawi|B936DA83-8A45-E9F0-2EAE-D75F5C232E78|e9570c5d-0cc4-41e5-81df-b0674e9dda1e|A free press is essential|C6D5BA33-C95E-BCC3-D951-2A099E5F9230|2F4AF191-8557-86C5-5D72-47DD44D303B1|Mon Oct 20 08:36:55 EAT 2014
